label	message	predicted_label
ham	I had askd u a question some hours before. Its answer	ham
ham	Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out	ham
ham	 said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! 	ham
ham	Probably gonna swing by in a wee bit	ham
ham	Ya very nice. . .be ready on thursday	ham
ham	Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week	ham
ham	Watching cartoon, listening music &amp	ham
ham	Do you mind if I ask what happened? You dont have to say if it is uncomfortable.	ham
spam	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04	spam
ham	No prob. I will send to your email.	ham
spam	You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm	spam
ham	Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)	ham
ham	I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?	ham
ham	Wait, do you know if wesleys in town? I bet she does hella drugs!	ham
ham	Fine i miss you very much.	ham
ham	Did u got that persons story	ham
ham	Tell them the drug dealer's getting impatient	ham
ham	Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng	ham
ham	You will be in the place of that man	ham
ham	It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com	ham
spam	88800 and 89034 are premium phone services call 08718711108	ham
ham	Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '	ham
ham	Then mum's repent how?	ham
ham	Sorry me going home first... Daddy come fetch ü later...	ham
ham	Leave it de:-). Start Prepare for next:-)..	ham
ham	Yes baby! We can study all the positions of the kama sutra 	ham
ham	En chikku nange bakra msg kalstiya..then had tea/coffee?	ham
ham	Carlos'll be here in a minute if you still need to buy	ham
ham	This pay is  &lt	ham
ham	Have a good evening! Ttyl	ham
ham	Did u receive my msg?	ham
ham	Ho ho - big belly laugh! See ya tomo	ham
spam	SMS. ac sun0819 posts HELLO:"You seem cool, wanted to say hi. HI!!!" Stop? Send STOP to 62468	spam
spam	Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16	spam
ham	Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.	ham
ham	I've got  &lt	ham
ham	I dont knw pa, i just drink milk..	ham
ham	Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 	ham
ham	Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...	ham
ham	Cause I'm not freaky lol	ham
ham	Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.	ham
ham	What is this 'hex' place you talk of? Explain!	ham
ham	Ü log off 4 wat. It's sdryb8i	ham
ham	Is xy going 4 e lunch?	ham
spam	Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+	ham
ham	I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.	ham
ham	Have you finished work yet? :)	ham
ham	Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8	ham
ham	Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.	ham
ham	Thanks love. But am i doing torch or bold.	ham
spam	<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.	spam
ham	Was the farm open?	ham
ham	Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.	ham
ham	My sister in law, hope you are having a great month. Just saying hey. Abiola	ham
ham	Will purchase d stuff today and mail to you. Do you have a po box number?	ham
ham	Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem	ham
ham	Good. Good job. I like entrepreneurs	ham
ham	Aight, you close by or still down around alex's place?	ham
ham	meet you in corporation st outside gap … you can see how my mind is working!	ham
ham	Mum ask ü to buy food home...	ham
ham	K..u also dont msg or reply to his msg..	ham
ham	How much r ü willing to pay?	ham
ham	Sorry, I'll call later	ham
ham	What is important is that you prevent dehydration by giving her enough fluids	ham
ham	Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!	ham
ham	True dear..i sat to pray evening and felt so.so i sms'd you in some time...	ham
ham	I don't think I can get away for a trek that long with family in town, sorry	ham
ham	So when do you wanna gym harri	ham
ham	Quite late lar... Ard 12 anyway i wun b drivin...	ham
spam	To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT	spam
spam	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs	spam
ham	Height of Confidence: All the Aeronautics professors wer calld &amp	ham
ham	It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke	ham
spam	08714712388 between 10am-7pm Cost 10p	ham
ham	Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.	ham
ham	He also knows about lunch menu only da. . I know	ham
ham	When i have stuff to sell i.ll tell you	ham
spam	+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50	spam
ham	Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748	ham
spam	You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm	spam
ham	Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime	ham
ham	Oh is it? Send me the address	ham
ham	S'fine. Anytime. All the best with it.	ham
ham	That is wondar full flim.	ham
ham	Ya even those cookies have jelly on them	ham
ham	The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.	ham
ham	Got it! It looks scrumptious... daddy wants to eat you all night long!	ham
ham	Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...	ham
ham	Alright omw, gotta change my order to a half8th	ham
ham	Exactly. Anyways how far. Is jide her to study or just visiting	ham
ham	Dunno y u ask me.	ham
spam	Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123	ham
ham	No he didn't. Spring is coming early yay!	ham
ham	Lol you won't feel bad when I use her money to take you out to a steak dinner =D	ham
ham	Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply	ham
ham	Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh	ham
ham	Then why no one talking to me	ham
ham	Thanks for looking out for me. I really appreciate.	ham
spam	Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg	spam
ham	Wish i were with you now!	ham
ham	Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.	ham
ham	Yes i will be there. Glad you made it.	ham
ham	Do well :)all will for little time. Thing of good times ahead:	ham
ham	Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.	ham
ham	Ok. There may be a free gym about.	ham
ham	Men like shorter ladies. Gaze up into his eyes.	ham
ham	Dunno he jus say go lido. Same time 930.	ham
ham	I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!	ham
spam	U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795	spam
ham	Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam	ham
ham	By monday next week. Give me the full gist	ham
spam	Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?	ham
spam	You have an important customer service announcement from PREMIER.	spam
ham	Dont gimme that lip caveboy	ham
ham	When did you get to the library	ham
ham	Realy sorry-i don't recognise this number and am now confused :) who r u please?! 	ham
ham	So why didnt you holla?	ham
ham	Cant think of anyone with * spare room off * top of my head	ham
ham	Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!	ham
ham	U should have made an appointment	ham
ham	Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts	ham
spam	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.	spam
ham	We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.	ham
spam	Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF	spam
ham	Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...	ham
ham	Wishing you and your family Merry "X" mas and HAPPY NEW Year in advance..	ham
spam	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub	spam
ham	I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...	ham
ham	Sorry, I'll call later	ham
ham	I cant pick the phone right now. Pls send a message	ham
ham	Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.	ham
ham	Not getting anywhere with this damn job hunting over here!	ham
ham	Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?	ham
ham	idc get over here, you are not weaseling your way out of this shit twice in a row	ham
ham	I wil be there with in  &lt	ham
ham	Just sleeping..and surfing	ham
ham	Thanks for picking up the trash.	ham
ham	Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke	ham
ham	Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx	ham
ham	Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola	ham
ham	That means get the door	ham
ham	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..	ham
ham	Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?	ham
ham	Beerage?	ham
spam	You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!	spam
ham	Dont think so. It turns off like randomlly within 5min of opening	ham
ham	She was supposed to be but couldn't make it, she's still in town though	ham
ham	It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure	ham
spam	Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)	spam
spam	5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.	spam
ham	Gud mrng dear hav a nice day	ham
ham	This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola	ham
ham	All e best 4 ur driving tmr :-)	ham
ham	Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!	ham
ham	Omg I want to scream. I weighed myself and I lost more weight! Woohoo!	ham
ham	There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?	ham
ham	it's really getting me down just hanging around.	ham
spam	Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa	spam
ham	Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic	ham
ham	Ok i msg u b4 i leave my house.	ham
ham	Gimme a few was  &lt	ham
spam	Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16	spam
ham	Appt is at &lt	ham
spam	FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone	spam
spam	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX	spam
ham	K I'll be there before 4.	ham
ham	I dled 3d its very imp	ham
ham	sure, but make sure he knows we ain't smokin yet	ham
ham	Boooo you always work. Just quit.	ham
ham	I am taking half day leave bec i am not well	ham
ham	Ugh I don't wanna get out of bed. It's so warm.	ham
ham	S:)s.nervous  &lt	ham
ham	So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint	ham
spam	Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	spam
ham	I borrow ur bag ok.	ham
spam	U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT	spam
ham	Where's my boytoy? I miss you ... What happened?	ham
ham	He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up	ham
ham	Also are you bringing galileo or dobby	ham
ham	Then why you not responding	ham
ham	BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.	ham
ham	Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*	ham
ham	On the road so cant txt	ham
spam	SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE	spam
spam	25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.	spam
ham	Have a good evening! Ttyl	ham
ham	Hmm .. Bits and pieces lol ... *sighs* ...	ham
ham	Hahaha..use your brain dear	ham
ham	Hey. You got any mail?	ham
ham	Sorry light turned green, I meant another friend wanted  &lt	ham
ham	Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola	ham
spam	U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901	spam
ham	Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx	ham
spam	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062	spam
ham	Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago	ham
ham	Surely result will offer:)	ham
ham	Good Morning my Dear........... Have a great &amp	ham
spam	Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow	spam
ham	Sir, I have been late in paying rent for the past few months and had to pay a $ &lt	ham
spam	We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed	spam
spam	Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP	spam
ham	I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx	ham
ham	Pls send me a comprehensive mail about who i'm paying, when and how much.	ham
ham	Our Prashanthettan's mother passed away last night. pray for her and family.	ham
spam	Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+	spam
ham	K.k:)when are you going?	ham
ham	Meanwhile in the shit suite: xavier decided to give us  &lt	ham
ham	My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.	ham
ham	I am in office:)whats the matter..msg me now.i will call you at break:).	ham
ham	Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later	ham
spam	Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X	spam
ham	U reach orchard already? U wan 2 go buy tickets first?	ham
ham	I am real, baby! I want to bring out your inner tigress...	ham
ham	No da if you run that it activate the full version da.	ham
ham	AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.	ham
ham	Stop the story. I've told him i've returned it and he's saying i should not re order it.	ham
spam	Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.	spam
ham	Going to take your babe out ?	ham
ham	Hai ana tomarrow am coming on morning.  &lt	ham
ham	Spoons it is then okay?	ham
ham	Did he just say somebody is named tampa	ham
ham	In work now. Going have in few min.	ham
ham	Your brother is a genius	ham
ham	Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you	ham
ham	Did u find out what time the bus is at coz i need to sort some stuff out.	ham
ham	Dude ive been seeing a lotta corvettes lately	ham
spam	Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins	spam
ham	Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter	ham
spam	PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04	spam
spam	Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r	ham
spam	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!	spam
ham	Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!	ham
ham	Its going good...no problem..but still need little experience to understand american customer voice...	ham
ham	I'll text you when I drop x off	ham
ham	Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap	ham
ham	Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt	ham
spam	Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary	spam
ham	Are you in castor? You need to see something	ham
spam	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone	spam
spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565	spam
spam	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08	spam
spam	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.	spam
ham	see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.	ham
ham	I love to give massages. I use lots of baby oil... What is your fave position?	ham
ham	Dude we should go sup again	ham
ham	Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive	ham
ham	Gibbs unsold.mike hussey	ham
ham	I like to talk pa but am not able to. I dont know y.	ham
ham	Y dun cut too short leh. U dun like ah? She failed. She's quite sad.	ham
ham	You unbelievable faglord	ham
ham	Wife.how she knew the time of murder exactly	ham
ham	Why do you ask princess?	ham
ham	I am great princess! What are you thinking about me? :)	ham
ham	Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you	ham
ham	It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.	ham
ham	Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt	ham
ham	Superb Thought- "Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.":-)	ham
ham	Hope you are having a good week. Just checking in	ham
ham	I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.	ham
ham	Thursday night? Yeah, sure thing, we'll work it out then	ham
spam	Your free ringtone is waiting to be collected. Simply text the password "MIX" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16	spam
ham	Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.	ham
ham	How is it possible to teach you. And where.	ham
ham	I wonder if your phone battery went dead ? I had to tell you, I love you babe	ham
ham	Lovely smell on this bus and it ain't tobacco... 	ham
ham	We're all getting worried over here, derek and taylor have already assumed the worst	ham
ham	Hey what's up charles sorry about the late reply.	ham
spam	all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468	spam
ham	I.ll give her once i have it. Plus she said grinule greet you whenever we speak	ham
ham	WHITE FUDGE OREOS ARE IN STORES	ham
spam	January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)	spam
ham	My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you	ham
ham	I am sorry it hurt you.	ham
ham	Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/	ham
ham	Ok lor but not too early. Me still having project meeting now.	ham
ham	Call me da, i am waiting for your call.	ham
ham	I could ask carlos if we could get more if anybody else can chip in	ham
ham	Was actually about to send you a reminder today. Have a wonderful weekend	ham
ham	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL	ham
ham	Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 	ham
ham	Dont talk to him ever ok its my word.	ham
ham	When u wana see it then	ham
ham	On ma way to school. Can you pls send me ashley's number	ham
ham	It shall be fine. I have avalarr now. Will hollalater	ham
ham	She went to attend another two rounds today..but still did't reach home..	ham
ham	Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com	ham
ham	K, wait chikku..il send aftr  &lt	ham
ham	But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.	ham
ham	K:)i will give my kvb acc details:)	ham
ham	Oh all have to come ah?	ham
spam	money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy	spam
ham	I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)	ham
ham	Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go	ham
ham	So do you have samus shoulders yet	ham
ham	What time you think you'll have it? Need to know when I should be near campus	ham
spam	Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.	spam
ham	Then dun wear jeans lor...	ham
ham	Since when, which side, any fever, any vomitin.	ham
ham	K:)k.are you in college?	ham
spam	Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+	spam
ham	Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.	ham
ham	No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)	ham
ham	Theyre doing it to lots of places. Only hospitals and medical places are safe.	ham
spam	How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)	spam
ham	And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed	ham
ham	I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones	ham
ham	I cant wait to see you! How were the photos were useful? :)	ham
spam	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1	spam
ham	Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 	ham
ham	Chk in ur belovd ms dict	ham
ham	Is that what time you want me to come?	ham
ham	Awesome, lemme know whenever you're around	ham
ham	Shb b ok lor... Thanx...	ham
ham	Beautiful Truth against Gravity.. Read carefully: "Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.." GOOD NIGHT	ham
ham	Also remember to get dobby's bowl from your car	ham
spam	Filthy stories and GIRLS waiting for your	ham
ham	Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...	ham
ham	Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical	ham
ham	Welp apparently he retired	ham
ham	My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!	ham
ham	Where @	ham
ham	U sure u can't take any sick time?	ham
spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only	spam
ham	Watching cartoon, listening music &amp	ham
ham	Yo chad which gymnastics class do you wanna take? The site says Christians class is full..	ham
ham	Are you this much buzy	ham
ham	Or better still can you catch her and let ask her if she can sell  &lt	ham
ham	I am not sure about night menu. . . I know only about noon menu	ham
ham	What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.	ham
ham	Are you willing to go for aptitude class.	ham
ham	It wont b until 2.15 as trying 2 sort house out, is that ok?	ham
ham	Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?	ham
ham	Haha awesome, omw back now then	ham
ham	Yup i thk so until e shop closes lor.	ham
ham	what is your account number?	ham
ham	Eh u send wrongly lar...	ham
ham	Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya	ham
ham	Ok i shall talk to him	ham
ham	Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing	ham
ham	Hey you can pay. With salary de. Only  &lt	ham
ham	Another month. I need chocolate weed and alcohol.	ham
ham	If he started searching he will get job in few days.he have great potential and talent.	ham
ham	Reckon need to be in town by eightish to walk from * carpark.	ham
spam	Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.	spam
ham	LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP	ham
ham	Yo guess what I just dropped	ham
ham	Carlos says he'll be at mu in  &lt	ham
ham	I'm in office now . I will call you  &lt	ham
ham	Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*	ham
ham	Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn	ham
ham	Ugh. Gotta drive back to sd from la. My butt is sore.	ham
ham	26th OF JULY	ham
